order_id,product_id,customer_id,quantity,unit_price,line_total,discount_pct,shipping_cost,currency,order_status,payment_method,sales_channel,order_date,shipping_date
8926,28849,5977,5,30.13,150.65,,24.07,USD,Cancelled,Credit Card,Online,2025-05-05,2025-05-07
1295,39096,5893,1,40.84,40.84,,25.39,USD,Cancelled,Credit Card,Marketplace,2025-05-06,2025-05-11
1387,28849,5977,2,46.21,92.42,,28.74,USD,Delivered,Bank Transfer,Marketplace,2025-05-06,2025-05-07
1730,89204,7095,2,61.84,123.68,,0.05,USD,Cancelled,Invoice,Partner,2025-05-06,2025-05-10
2106,90413,2803,3,51.74,155.22,0.05,30.58,USD,Shipped,Credit Card,Online,2025-05-06,2025-05-11
2439,12331,8706,3,74.65,223.95,0.1,34.59,USD,Delivered,Bank Transfer,Partner,2025-05-06,2025-05-07
2568,12331,5977,2,26.46,52.92,0.15,7.84,USD,Delivered,Credit Card,Online,2025-05-06,2025-05-11
2764,31831,7816,1,135.65,135.65,0.2,0.83,USD,Shipped,Credit Card,Field Sales,2025-05-06,2025-05-13
2808,69665,4926,2,172.9,345.8,,36.35,USD,Delivered,Invoice,Online,2025-05-06,2025-05-13
4206,50895,4323,4,54.22,216.88,,23.57,USD,Delivered,Credit Card,Online,2025-05-06,2025-05-06
5046,86398,9309,5,186.31,931.55,0.05,8.68,USD,Delivered,Credit Card,Online,2025-05-06,2025-05-12
5336,79661,2636,5,85.53,427.65,0.15,0.96,USD,Shipped,Credit Card,Online,2025-05-06,2025-05-13
6279,66880,4185,1,68.0,68.0,,5.74,USD,Delivered,Credit Card,Online,2025-05-06,2025-05-11
7618,68030,6855,1,107.2,107.2,,23.22,USD,Delivered,PayPal,Online,2025-05-06,
8180,71609,2147,1,53.2,53.2,,26.56,USD,Returned,Credit Card,Online,2025-05-06,2025-05-12
9400,82805,7922,3,78.15,234.45,,36.58,USD,Delivered,Credit Card,Online,2025-05-06,2025-05-13
616,52763,6673,4,68.08,272.32,,15.18,USD,Delivered,Bank Transfer,Online,2025-05-07,2025-05-10
1883,84291,5597,5,7.25,36.25,0.1,25.66,USD,Delivered,Bank Transfer,Online,2025-05-07,2025-05-13
2449,76524,4323,5,18.99,94.95,0.05,23.64,USD,Delivered,Bank Transfer,Online,2025-05-07,2025-05-07
2869,22894,3039,4,37.82,151.28,0.1,29.6,USD,Shipped,Credit Card,Online,2025-05-07,2025-05-10
3818,24366,7294,4,25.04,100.16,0.1,29.98,USD,Cancelled,PayPal,Online,2025-05-07,2025-05-12
4499,52889,7426,1,47.53,47.53,0.1,29.75,USD,Shipped,Bank Transfer,Online,2025-05-07,2025-05-08
4645,80714,5036,1,51.71,51.71,,30.19,USD,Delivered,PayPal,Online,2025-05-07,2025-05-11
5310,96319,6774,1,241.23,241.23,0.1,26.47,USD,Shipped,PayPal,Marketplace,2025-05-07,2025-05-08
5637,47070,7095,4,18.89,75.56,,22.8,USD,Cancelled,Bank Transfer,Field Sales,2025-05-07,2025-05-07
6490,96761,4874,5,161.56,807.8,,5.22,USD,Delivered,Credit Card,Field Sales,2025-05-07,2025-05-10
7480,70383,8706,4,31.2,124.8,0.1,26.97,USD,Delivered,Bank Transfer,Field Sales,2025-05-07,2025-05-07
8047,93970,5893,4,65.96,263.84,,19.72,USD,Shipped,Credit Card,Partner,2025-05-07,2025-05-10
8310,23976,7816,1,57.3,57.3,0.15,23.6,USD,Delivered,Bank Transfer,Online,2025-05-07,2025-05-12
8914,52763,8970,4,55.82,223.28,,4.1,USD,Cancelled,Credit Card,Partner,2025-05-07,2025-05-08
9515,83571,9724,2,42.69,85.38,0.2,37.43,USD,Shipped,Credit Card,Online,2025-05-07,
9935,99834,9735,2,70.9,141.8,0.05,0.47,USD,Pending,Credit Card,Online,2025-05-07,2025-05-10
455,41638,1572,1,39.23,39.23,0.1,35.81,USD,Cancelled,Credit Card,Online,2025-05-08,2025-05-09
1001,15120,7241,5,35.85,179.25,0.2,11.24,USD,Pending,Credit Card,Field Sales,2025-05-08,2025-05-12
1227,50049,5713,5,32.52,162.6,,23.62,USD,Shipped,Invoice,Online,2025-05-08,2025-05-12
2115,88729,1572,1,159.37,159.37,0.05,27.92,USD,Delivered,Credit Card,Online,2025-05-08,2025-05-15
2589,52763,2484,3,196.57,589.71,,0.87,USD,Delivered,Credit Card,Online,2025-05-08,2025-05-08
3365,77188,1394,4,139.2,556.8,0.1,5.61,USD,Delivered,Bank Transfer,Partner,2025-05-08,2025-05-13
4854,52871,1826,3,10.08,30.24,,26.43,USD,Delivered,Credit Card,Online,2025-05-08,2025-05-13
5299,57677,7294,1,68.26,68.26,,34.71,USD,Pending,Credit Card,Marketplace,2025-05-08,
6043,66335,1843,4,53.06,212.24,0.1,26.12,USD,Pending,PayPal,Online,2025-05-08,2025-05-10
6397,99834,7588,2,172.94,345.88,0.05,12.94,USD,Delivered,Credit Card,Online,2025-05-08,2025-05-13
6660,66335,5713,3,51.57,154.71,,37.43,USD,Shipped,Bank Transfer,Online,2025-05-08,2025-05-15
6912,76524,8706,5,74.38,371.9,0.05,2.58,USD,Delivered,Invoice,Online,2025-05-08,2025-05-11
7406,99834,9735,3,73.27,219.81,0.05,9.8,USD,Delivered,Bank Transfer,Online,2025-05-08,2025-05-12
7959,13718,9309,3,126.79,380.37,0.05,34.73,USD,Delivered,Bank Transfer,Field Sales,2025-05-08,
8000,37988,2484,2,7.19,14.38,,2.54,USD,Delivered,PayPal,Partner,2025-05-08,2025-05-10
8431,47070,8432,5,52.06,260.3,,4.28,USD,Delivered,Bank Transfer,Online,2025-05-08,2025-05-10
8921,57269,4185,5,66.47,332.35,,34.8,USD,Cancelled,Credit Card,Field Sales,2025-05-08,2025-05-12
9616,10169,2803,1,40.88,40.88,0.05,9.67,USD,Delivered,Invoice,Field Sales,2025-05-08,2025-05-09
466,76117,9309,3,21.9,65.7,,14.86,USD,Returned,Credit Card,Online,2025-05-09,2025-05-10
477,57269,9029,1,81.94,81.94,,39.18,USD,Cancelled,Invoice,Online,2025-05-09,2025-05-16
501,47070,8008,5,47.37,236.85,0.1,30.67,USD,Delivered,Credit Card,Online,2025-05-09,2025-05-09
1169,25404,4185,3,258.07,774.21,,23.37,USD,Delivered,PayPal,Online,2025-05-09,2025-05-09
1512,90413,2750,2,39.47,78.94,0.1,22.37,USD,Delivered,Bank Transfer,Online,2025-05-09,2025-05-12
1548,34313,7241,3,78.2,234.6,,22.63,USD,Delivered,Bank Transfer,Marketplace,2025-05-09,2025-05-16
2574,71609,4926,1,20.14,20.14,,10.28,USD,Delivered,Credit Card,Online,2025-05-09,2025-05-14
2619,46218,8008,5,76.84,384.2,,34.42,USD,Delivered,Credit Card,Online,2025-05-09,2025-05-16
3016,64337,9724,2,71.14,142.28,,2.36,USD,Shipped,Invoice,Marketplace,2025-05-09,2025-05-09
3029,12331,7241,3,164.66,493.98,,9.44,USD,Delivered,Credit Card,Marketplace,2025-05-09,2025-05-16
3295,78355,7294,1,20.83,20.83,0.05,25.9,USD,Shipped,Invoice,Online,2025-05-09,2025-05-10
4104,25879,2803,2,137.99,275.98,,25.34,USD,Shipped,Bank Transfer,Partner,2025-05-09,2025-05-12
4736,50895,7095,1,145.75,145.75,0.05,29.77,USD,Delivered,Credit Card,Online,2025-05-09,2025-05-14
6275,84291,1826,4,65.14,260.56,,14.74,USD,Delivered,PayPal,Marketplace,2025-05-09,2025-05-09
7333,84291,5036,5,53.79,268.95,0.15,4.4,USD,Delivered,PayPal,Online,2025-05-09,2025-05-10
9305,96761,1843,3,28.52,85.56,,34.55,USD,Pending,Credit Card,Online,2025-05-09,2025-05-09
9567,39096,7426,5,95.47,477.35,,34.88,USD,Cancelled,Credit Card,Partner,2025-05-09,2025-05-13
9684,96046,8970,2,75.11,150.22,0.05,24.43,USD,Shipped,Invoice,Online,2025-05-09,2025-05-10
1455,12757,2636,3,74.83,224.49,0.15,28.08,USD,Cancelled,Credit Card,Online,2025-05-10,2025-05-17
2263,37988,5713,3,48.53,145.59,0.2,0.45,USD,Pending,Bank Transfer,Online,2025-05-10,2025-05-17
2272,92848,4978,3,158.14,474.42,,27.66,USD,Delivered,Credit Card,Online,2025-05-10,2025-05-14
2725,40679,1843,4,64.79,259.16,0.1,26.29,USD,Cancelled,Bank Transfer,Partner,2025-05-10,2025-05-13
3170,22032,7241,3,50.59,151.77,,20.21,USD,Delivered,Bank Transfer,Online,2025-05-10,2025-05-17
3500,38122,1572,2,41.74,83.48,0.2,5.18,USD,Delivered,Credit Card,Online,2025-05-10,2025-05-10
3932,25879,7833,4,23.71,94.84,,20.14,USD,Delivered,Bank Transfer,Field Sales,2025-05-10,2025-05-11
4589,69665,9309,2,194.17,388.34,,1.22,USD,Pending,PayPal,Online,2025-05-10,2025-05-13
5008,40679,1394,2,100.6,201.2,,1.09,USD,Pending,Credit Card,Online,2025-05-10,2025-05-15
5494,76388,6673,2,95.21,190.42,,16.11,USD,Cancelled,Credit Card,Online,2025-05-10,2025-05-12
8704,37988,8706,5,40.33,201.65,0.15,31.36,USD,Delivered,Credit Card,Online,2025-05-10,2025-05-16
336,81582,2750,1,42.5,42.5,0.05,9.57,USD,Shipped,Bank Transfer,Online,2025-05-11,2025-05-15
510,15120,1826,5,101.69,508.45,0.1,34.47,USD,Shipped,Credit Card,Online,2025-05-11,
1338,71410,4978,2,99.25,198.5,,19.06,USD,Delivered,Credit Card,Online,2025-05-11,2025-05-13
1631,77097,7922,4,21.72,86.88,,11.17,USD,Shipped,Credit Card,Field Sales,2025-05-11,2025-05-12
2440,33410,1843,1,112.28,112.28,0.1,31.94,USD,Delivered,Bank Transfer,Online,2025-05-11,2025-05-11
3087,56165,4874,2,44.29,88.58,,18.85,USD,Delivered,PayPal,Partner,2025-05-11,2025-05-14
4505,84291,2750,3,49.02,147.06,0.1,17.13,USD,Pending,Credit Card,Online,2025-05-11,2025-05-14
5768,13718,7588,4,208.78,835.12,,32.54,USD,Pending,Credit Card,Field Sales,2025-05-11,2025-05-11
6532,69662,9735,2,60.28,120.56,,35.39,USD,Delivered,Bank Transfer,Online,2025-05-11,2025-05-12
8073,34313,8008,2,46.91,93.82,0.05,35.02,USD,Delivered,Bank Transfer,Online,2025-05-11,2025-05-18
8455,69662,1394,5,54.74,273.7,,37.02,USD,Shipped,Credit Card,Online,2025-05-11,
8481,21606,9029,5,105.42,527.1,,19.26,USD,Delivered,PayPal,Online,2025-05-11,2025-05-18
9059,57677,7588,2,91.38,182.76,0.05,34.55,USD,Returned,Bank Transfer,Field Sales,2025-05-11,2025-05-16
9730,71609,1798,5,93.23,466.15,0.05,13.1,USD,Shipped,Invoice,Partner,2025-05-11,2025-05-18
558,81582,7095,3,100.41,301.23,,12.35,USD,Delivered,Credit Card,Online,2025-05-12,2025-05-16
760,32538,6673,4,32.26,129.04,0.1,34.45,USD,Shipped,PayPal,Field Sales,2025-05-12,2025-05-15
1445,71609,6673,4,11.57,46.28,,35.04,USD,Shipped,Credit Card,Online,2025-05-12,2025-05-16
3772,93970,7816,2,65.02,130.04,,7.85,USD,Returned,Credit Card,Field Sales,2025-05-12,2025-05-19
4640,37988,6855,5,80.73,403.65,0.1,12.25,USD,Delivered,Credit Card,Partner,2025-05-12,2025-05-16
6294,69662,1572,2,96.3,192.6,,23.78,USD,Pending,Bank Transfer,Online,2025-05-12,2025-05-18
7232,92848,2636,3,20.74,62.22,0.1,6.57,USD,Pending,Credit Card,Partner,2025-05-12,2025-05-14
9433,50049,4926,5,96.78,483.9,,9.19,USD,Shipped,Credit Card,Online,2025-05-12,2025-05-17
535,50895,4978,1,53.44,53.44,,6.99,USD,Delivered,Credit Card,Online,2025-05-13,2025-05-19
2033,11677,7241,4,99.25,397.0,,35.97,USD,Shipped,PayPal,Online,2025-05-13,2025-05-18
3274,51982,4978,1,47.85,47.85,,15.38,USD,Delivered,Bank Transfer,Marketplace,2025-05-13,2025-05-15
3288,48936,2803,4,51.75,207.0,,31.76,USD,Delivered,Credit Card,Online,2025-05-13,2025-05-18
4289,14963,2484,2,66.68,133.36,,25.44,USD,Delivered,Bank Transfer,Online,2025-05-13,2025-05-19
4916,79661,5977,5,34.53,172.65,,35.71,USD,Shipped,Invoice,Partner,2025-05-13,
7255,31831,9724,1,11.55,11.55,0.15,11.2,USD,Delivered,Credit Card,Partner,2025-05-13,2025-05-17
802,33410,8970,2,34.55,69.1,,15.18,USD,Delivered,Bank Transfer,Online,2025-05-14,2025-05-17
3353,78355,8682,4,57.99,231.96,,17.39,USD,Delivered,Credit Card,Online,2025-05-14,2025-05-16
4182,42622,6855,2,33.99,67.98,,40.0,USD,Delivered,Credit Card,Online,2025-05-14,2025-05-19
5724,11677,7426,4,85.11,340.44,,37.67,USD,Shipped,PayPal,Field Sales,2025-05-14,2025-05-19
6624,77188,5478,4,75.8,303.2,,6.62,USD,Pending,PayPal,Marketplace,2025-05-14,2025-05-18
6984,45999,8524,5,46.93,234.65,0.1,35.68,USD,Delivered,Credit Card,Field Sales,2025-05-14,2025-05-21
7216,18688,7294,5,27.38,136.9,0.15,17.47,USD,Delivered,Bank Transfer,Online,2025-05-14,2025-05-21
8071,22713,4926,2,168.44,336.88,0.15,13.62,USD,Shipped,Credit Card,Partner,2025-05-14,2025-05-20
8236,89498,7095,5,24.73,123.65,,12.8,USD,Delivered,Invoice,Online,2025-05-14,2025-05-16
9266,13514,7588,5,36.87,184.35,,17.45,USD,Delivered,Bank Transfer,Field Sales,2025-05-14,2025-05-20
743,52889,7816,4,88.12,352.48,0.05,32.34,USD,Returned,Bank Transfer,Partner,2025-05-15,2025-05-22
885,77097,2147,1,158.55,158.55,0.15,17.52,USD,Pending,Credit Card,Online,2025-05-15,2025-05-21
915,57269,2484,3,250.4,751.2,0.05,15.9,USD,Shipped,PayPal,Online,2025-05-15,2025-05-20
1754,55529,5977,1,15.13,15.13,0.15,10.84,USD,Shipped,Bank Transfer,Online,2025-05-15,2025-05-19
2558,10525,8432,2,23.81,47.62,,4.36,USD,Cancelled,Credit Card,Online,2025-05-15,2025-05-18
3441,16643,5036,3,44.22,132.66,,10.03,USD,Shipped,Bank Transfer,Field Sales,2025-05-15,2025-05-17
3636,35379,2147,4,29.29,117.16,0.05,35.39,USD,Delivered,Credit Card,Marketplace,2025-05-15,2025-05-22
3887,42622,1826,3,76.13,228.39,,17.68,USD,Shipped,PayPal,Marketplace,2025-05-15,2025-05-18
4137,36507,5478,5,74.68,373.4,,21.48,USD,Delivered,Credit Card,Field Sales,2025-05-15,
4318,70383,3039,2,95.4,190.8,0.15,33.8,USD,Delivered,Credit Card,Online,2025-05-15,2025-05-19
6114,28680,2147,5,81.2,406.0,,17.55,USD,Shipped,Credit Card,Marketplace,2025-05-15,2025-05-15
6808,92066,6774,3,164.89,494.67,0.1,21.67,USD,Cancelled,Credit Card,Partner,2025-05-15,
8241,76524,5036,3,20.95,62.85,0.05,36.5,USD,Delivered,Bank Transfer,Online,2025-05-15,2025-05-15
8389,52871,1572,3,172.13,516.39,,23.82,USD,Delivered,Credit Card,Partner,2025-05-15,2025-05-17
9052,65062,6774,2,33.91,67.82,0.1,8.94,USD,Delivered,Bank Transfer,Field Sales,2025-05-15,2025-05-18
250,58298,1798,5,33.31,166.55,,34.43,USD,Delivered,Bank Transfer,Field Sales,2025-05-16,2025-05-16
370,65365,7588,5,98.68,493.4,,26.58,USD,Delivered,PayPal,Online,2025-05-16,2025-05-22
1688,64337,4978,3,22.14,66.42,0.1,35.11,USD,Delivered,Bank Transfer,Field Sales,2025-05-16,2025-05-19
2196,23976,4874,5,98.17,490.85,0.15,16.65,USD,Delivered,Credit Card,Online,2025-05-16,2025-05-19
2579,92433,5977,3,42.07,126.21,,20.56,USD,Shipped,Bank Transfer,Partner,2025-05-16,2025-05-23
2744,38122,8432,2,13.08,26.16,,23.76,USD,Cancelled,Invoice,Online,2025-05-16,2025-05-21
2959,59746,1843,1,49.82,49.82,0.05,22.84,USD,Pending,PayPal,Online,2025-05-16,2025-05-21
3168,20142,9309,1,148.32,148.32,,9.79,USD,Delivered,Credit Card,Field Sales,2025-05-16,2025-05-21
3286,92066,7294,3,52.49,157.47,0.1,35.48,USD,Shipped,Invoice,Online,2025-05-16,2025-05-23
3744,56610,7588,3,69.18,207.54,,2.46,USD,Cancelled,PayPal,Field Sales,2025-05-16,2025-05-18
4294,67620,1843,4,41.98,167.92,0.1,31.82,USD,Shipped,PayPal,Online,2025-05-16,2025-05-16
4513,39096,7833,1,107.72,107.72,0.1,18.42,USD,Delivered,Credit Card,Field Sales,2025-05-16,2025-05-20
4626,16643,7816,4,202.7,810.8,,34.15,USD,Cancelled,Credit Card,Field Sales,2025-05-16,2025-05-18
5367,89665,6673,2,84.1,168.2,,37.89,USD,Delivered,PayPal,Field Sales,2025-05-16,2025-05-21
6260,50049,2750,5,38.04,190.2,,3.69,USD,Pending,Bank Transfer,Online,2025-05-16,2025-05-18
6632,77097,1843,3,104.12,312.36,0.1,30.23,USD,Delivered,Bank Transfer,Marketplace,2025-05-16,2025-05-20
6720,36507,2636,4,31.88,127.52,,10.21,USD,Pending,Credit Card,Online,2025-05-16,2025-05-16
7257,57651,1826,1,23.04,23.04,0.2,18.48,USD,Cancelled,Credit Card,Field Sales,2025-05-16,2025-05-16
9383,58298,1798,5,17.37,86.85,0.1,25.54,USD,Shipped,Credit Card,Online,2025-05-16,2025-05-20
38,83735,9735,4,15.89,63.56,0.1,20.37,USD,Delivered,PayPal,Online,2025-05-17,2025-05-23
460,52871,2750,2,91.97,183.94,,10.26,USD,Returned,Credit Card,Marketplace,2025-05-17,2025-05-22
1121,37555,7922,5,23.45,117.25,,35.56,USD,Shipped,Invoice,Field Sales,2025-05-17,2025-05-17
1579,12331,2636,2,88.41,176.82,0.05,3.14,USD,Shipped,PayPal,Field Sales,2025-05-17,2025-05-21
2384,61541,8682,4,19.89,79.56,0.15,23.24,USD,Delivered,Bank Transfer,Online,2025-05-17,2025-05-23
3492,30484,4926,1,78.07,78.07,,9.67,USD,Delivered,Credit Card,Field Sales,2025-05-17,2025-05-20
4331,42622,9309,2,165.24,330.48,0.05,0.77,USD,Shipped,Credit Card,Partner,2025-05-17,2025-05-23
4340,92371,2803,5,104.35,521.75,,2.74,USD,Delivered,Credit Card,Online,2025-05-17,2025-05-22
5014,80714,9309,4,114.59,458.36,,0.18,USD,Shipped,Bank Transfer,Online,2025-05-17,2025-05-19
5777,93743,8432,2,68.7,137.4,0.05,25.01,USD,Shipped,Credit Card,Online,2025-05-17,2025-05-18
5786,55604,5977,2,25.5,51.0,0.15,30.42,USD,Delivered,PayPal,Field Sales,2025-05-17,2025-05-18
6312,25404,1826,3,91.81,275.43,0.15,7.62,USD,Delivered,Invoice,Online,2025-05-17,2025-05-18
7173,57269,4926,1,86.88,86.88,0.15,19.11,USD,Returned,PayPal,Online,2025-05-17,2025-05-21
7576,83571,8682,5,76.37,381.85,0.1,4.25,USD,Pending,PayPal,Online,2025-05-17,
7946,85413,2484,5,125.68,628.4,,5.45,USD,Delivered,Bank Transfer,Partner,2025-05-17,
8711,52763,8008,2,125.47,250.94,,6.87,USD,Shipped,Bank Transfer,Field Sales,2025-05-17,2025-05-24
8952,52871,8008,4,4.75,19.0,0.05,13.33,USD,Shipped,PayPal,Field Sales,2025-05-17,2025-05-17
9486,93966,2803,1,30.0,30.0,0.1,14.86,USD,Shipped,PayPal,Marketplace,2025-05-17,2025-05-22
9590,16643,7294,5,10.44,52.2,0.1,14.52,USD,Delivered,Credit Card,Online,2025-05-17,2025-05-24
6,13718,8432,5,32.89,164.45,,35.92,USD,Delivered,Credit Card,Online,2025-05-18,2025-05-19
445,88431,6673,2,36.13,72.26,0.1,19.12,USD,Delivered,Credit Card,Field Sales,2025-05-18,2025-05-22
963,25162,5893,1,112.34,112.34,0.1,5.44,USD,Cancelled,Bank Transfer,Field Sales,2025-05-18,2025-05-25
2233,59746,4874,4,62.03,248.12,,34.67,USD,Cancelled,Bank Transfer,Field Sales,2025-05-18,2025-05-25
2698,11677,1572,3,116.74,350.22,,14.78,USD,Delivered,Credit Card,Online,2025-05-18,2025-05-21
2716,81582,5918,2,84.97,169.94,0.05,29.88,USD,Delivered,Credit Card,Online,2025-05-18,2025-05-24
2900,10169,4273,4,120.66,482.64,,13.87,USD,Delivered,PayPal,Field Sales,2025-05-18,2025-05-25
4634,14963,4323,3,140.88,422.64,0.1,14.78,USD,Returned,Credit Card,Online,2025-05-18,2025-05-24
6682,45999,8682,3,59.82,179.46,,36.06,USD,Cancelled,Bank Transfer,Online,2025-05-18,2025-05-21
7238,10028,5478,3,170.88,512.64,,3.97,USD,Delivered,Bank Transfer,Field Sales,2025-05-18,2025-05-23
7441,25879,7426,4,86.61,346.44,,29.42,USD,Delivered,Invoice,Online,2025-05-18,2025-05-21
7887,66784,2636,2,74.82,149.64,,36.56,USD,Delivered,Credit Card,Online,2025-05-18,2025-05-22
8260,12116,4185,2,76.56,153.12,0.1,30.39,USD,Shipped,Bank Transfer,Partner,2025-05-18,2025-05-22
8743,86398,7833,2,219.47,438.94,0.1,32.71,USD,Delivered,Bank Transfer,Field Sales,2025-05-18,2025-05-18
1691,82955,8706,2,62.46,124.92,0.2,13.39,USD,Pending,Invoice,Online,2025-05-19,2025-05-25
1875,41513,2803,1,143.58,143.58,,33.51,USD,Pending,PayPal,Field Sales,2025-05-19,2025-05-22
3422,50895,2147,5,40.41,202.05,0.15,16.01,USD,Delivered,Credit Card,Online,2025-05-19,2025-05-22
3601,41638,8682,1,112.3,112.3,0.2,4.48,USD,Delivered,Invoice,Field Sales,2025-05-19,2025-05-22
4660,50895,4323,2,50.63,101.26,,0.93,USD,Shipped,Credit Card,Field Sales,2025-05-19,2025-05-24
4797,17966,5977,4,65.54,262.16,,22.77,USD,Delivered,Credit Card,Field Sales,2025-05-19,2025-05-22
4903,68030,7588,3,141.98,425.94,0.05,4.67,USD,Delivered,Credit Card,Online,2025-05-19,2025-05-19
5011,80714,8524,1,92.24,92.24,,27.47,USD,Cancelled,Credit Card,Online,2025-05-19,2025-05-22
6414,71609,4978,5,148.27,741.35,,14.69,USD,Cancelled,PayPal,Field Sales,2025-05-19,2025-05-19
6443,19102,7588,2,26.22,52.44,,35.82,USD,Cancelled,Credit Card,Online,2025-05-19,2025-05-23
6910,58298,1572,3,60.99,182.97,,12.7,USD,Shipped,Credit Card,Field Sales,2025-05-19,2025-05-21
7261,94930,4273,5,23.12,115.6,0.2,26.96,USD,Delivered,Credit Card,Field Sales,2025-05-19,2025-05-19
8631,18688,1843,2,18.17,36.34,,4.21,USD,Delivered,Bank Transfer,Online,2025-05-19,2025-05-22
9527,55065,5977,1,86.22,86.22,0.1,11.87,USD,Delivered,Credit Card,Online,2025-05-19,2025-05-25
9902,12757,1798,2,36.71,73.42,,2.61,USD,Delivered,Credit Card,Online,2025-05-19,2025-05-20
751,96319,1394,1,22.6,22.6,,25.33,USD,Shipped,Credit Card,Marketplace,2025-05-20,2025-05-24
1231,94930,4978,3,23.45,70.35,,23.41,USD,Delivered,Credit Card,Online,2025-05-20,2025-05-25
2477,36507,2484,3,33.34,100.02,,9.28,USD,Delivered,Credit Card,Field Sales,2025-05-20,2025-05-24
3423,86398,1843,4,51.79,207.16,0.05,23.42,USD,Pending,Bank Transfer,Field Sales,2025-05-20,2025-05-23
3576,38122,8432,1,55.76,55.76,,5.09,USD,Shipped,Credit Card,Field Sales,2025-05-20,2025-05-27
4285,10028,6673,2,30.99,61.98,,13.48,USD,Delivered,Credit Card,Partner,2025-05-20,2025-05-23
4408,96046,7241,3,96.58,289.74,,2.42,USD,Delivered,Credit Card,Marketplace,2025-05-20,2025-05-25
4733,92848,7426,1,87.42,87.42,0.1,24.11,USD,Delivered,Credit Card,Partner,2025-05-20,2025-05-27
4895,90413,4323,2,137.2,274.4,,3.13,USD,Delivered,Credit Card,Online,2025-05-20,2025-05-23
5224,96319,9735,5,54.42,272.1,,21.76,USD,Shipped,Bank Transfer,Online,2025-05-20,2025-05-22
5387,69665,3039,5,162.66,813.3,,3.06,USD,Shipped,Credit Card,Partner,2025-05-20,2025-05-21
6952,76388,1572,3,25.43,76.29,0.2,8.58,USD,Delivered,Credit Card,Online,2025-05-20,2025-05-27
7078,42933,4323,1,74.37,74.37,0.1,6.54,USD,Shipped,Credit Card,Field Sales,2025-05-20,2025-05-27
7462,31334,7833,2,28.54,57.08,0.15,33.29,USD,Shipped,Bank Transfer,Online,2025-05-20,2025-05-21
8347,38746,5478,5,52.85,264.25,0.2,25.67,USD,Delivered,Credit Card,Online,2025-05-20,
9779,30484,2803,3,42.84,128.52,,20.7,USD,Delivered,PayPal,Online,2025-05-20,2025-05-25
1222,87410,4185,5,41.18,205.9,,14.17,USD,Delivered,Credit Card,Online,2025-05-21,2025-05-23
1590,89498,2636,2,30.32,60.64,,13.43,USD,Delivered,Bank Transfer,Field Sales,2025-05-21,2025-05-25
1626,12116,7241,2,19.64,39.28,,12.45,USD,Pending,Credit Card,Field Sales,2025-05-21,2025-05-27
2934,16643,4874,2,65.23,130.46,,25.59,USD,Returned,Bank Transfer,Field Sales,2025-05-21,2025-05-28
3030,32935,4185,3,210.38,631.14,0.15,16.56,USD,Delivered,Bank Transfer,Field Sales,2025-05-21,2025-05-22
3743,28849,9309,4,85.4,341.6,,18.36,USD,Delivered,Credit Card,Online,2025-05-21,2025-05-23
3815,12757,4185,5,112.83,564.15,0.1,33.54,USD,Delivered,Invoice,Marketplace,2025-05-21,2025-05-22
4109,84575,5713,2,49.47,98.94,0.05,19.19,USD,Delivered,Credit Card,Marketplace,2025-05-21,2025-05-21
4740,67620,2484,2,173.52,347.04,,27.51,USD,Shipped,Credit Card,Online,2025-05-21,2025-05-24
5000,56610,7241,1,79.02,79.02,0.05,30.69,USD,Shipped,Bank Transfer,Field Sales,2025-05-21,2025-05-25
5716,24306,2803,4,10.98,43.92,,6.38,USD,Delivered,PayPal,Marketplace,2025-05-21,2025-05-23
6693,19951,5977,4,17.09,68.36,0.05,39.01,USD,Shipped,Credit Card,Partner,2025-05-21,2025-05-27
7082,92371,6673,2,112.83,225.66,,15.8,USD,Delivered,PayPal,Marketplace,2025-05-21,2025-05-26
7650,61633,5597,3,161.92,485.76,0.05,39.42,USD,Delivered,Bank Transfer,Field Sales,2025-05-21,
8370,65365,2750,2,99.87,199.74,,28.97,USD,Delivered,Credit Card,Online,2025-05-21,2025-05-21
231,32538,1843,5,91.41,457.05,,8.42,USD,Returned,Credit Card,Online,2025-05-22,2025-05-23
989,21606,4978,3,50.08,150.24,,38.12,USD,Delivered,Bank Transfer,Online,2025-05-22,2025-05-23
1180,56610,9724,3,51.29,153.87,,5.02,USD,Delivered,Credit Card,Online,2025-05-22,2025-05-25
1251,71410,2147,3,110.25,330.75,,36.09,USD,Delivered,PayPal,Field Sales,2025-05-22,2025-05-23
4519,10028,8970,4,40.11,160.44,,38.82,USD,Cancelled,Credit Card,Marketplace,2025-05-22,2025-05-28
5445,69255,2484,3,5.04,15.12,,6.38,USD,Shipped,Bank Transfer,Online,2025-05-22,2025-05-29
5780,80733,5597,1,134.0,134.0,,19.5,USD,Delivered,Bank Transfer,Marketplace,2025-05-22,2025-05-28
6366,50895,2750,2,80.26,160.52,,8.64,USD,Delivered,Invoice,Online,2025-05-22,2025-05-25
6680,12116,5036,2,51.26,102.52,,21.64,USD,Delivered,Credit Card,Online,2025-05-22,2025-05-24
7086,69255,9309,3,174.88,524.64,0.05,5.06,USD,Delivered,Invoice,Online,2025-05-22,2025-05-26
7309,67620,5713,4,21.59,86.36,,18.02,USD,Delivered,Credit Card,Field Sales,2025-05-22,2025-05-22
7740,51428,5597,3,49.22,147.66,0.15,13.76,USD,Shipped,Credit Card,Field Sales,2025-05-22,2025-05-29
